Age,DailyRate,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
34,628,8,3,0.1274787535410765,2,1,82,4,2,0.24338624338624337,3,4404,10228,2,0,12,3,1,0,6,3,4,4,3,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
48,715,1,3,0.1515837104072398,4,1,76,2,5,0.030303030303030304,4,18265,8733,6,0,12,3,3,0,25,3,4,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
36,1302,6,4,0.1515837104072398,1,1,80,4,2,0.24338624338624337,1,5562,19711,3,1,13,3,4,1,9,3,3,3,2,0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
48,969,2,2,0.23958333333333334,4,1,76,4,1,0.24338624338624337,2,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,982,1,4,0.1274787535410765,4,1,58,2,1,0.24338624338624337,3,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
30,1312,23,3,0.1515837104072398,1,1,96,1,1,0.16071428571428573,3,2613,22310,1,0,25,4,3,3,10,2,2,10,7,0,9,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
32,967,8,3,0.23387096774193547,2,0,43,3,3,0.17408906882591094,4,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
46,228,3,3,0.1515837104072398,3,0,51,3,4,0.03076923076923077,2,16606,11380,8,0,12,3,4,1,23,2,4,13,12,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
40,107,10,3,0.23958333333333334,2,0,84,2,2,0.17408906882591094,2,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
33,1146,25,3,0.1274787535410765,2,0,82,3,2,0.17408906882591094,3,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
28,654,1,2,0.1515837104072398,1,0,67,1,1,0.16071428571428573,2,2216,3872,7,1,13,3,4,0,10,4,3,7,7,3,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
50,1099,29,4,0.1515837104072398,2,1,88,2,4,0.03076923076923077,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
54,971,1,3,0.1274787535410765,4,0,54,3,4,0.030303030303030304,4,17328,5652,6,0,19,3,4,0,29,3,2,20,7,12,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,548,1,3,0.1515837104072398,2,1,66,3,2,0.16071428571428573,2,6220,7346,1,0,17,3,2,2,10,3,3,10,4,0,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,224,1,4,0.23958333333333334,1,1,100,2,1,0.16071428571428573,1,2362,7568,6,0,13,3,3,0,11,2,1,9,7,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
39,1462,6,3,0.1274787535410765,4,1,38,4,3,0.17408906882591094,3,8237,4658,2,0,11,3,1,1,11,3,3,7,6,7,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
31,1112,5,4,0.1515837104072398,1,0,67,3,2,0.17408906882591094,4,5476,22589,1,0,11,3,1,2,10,2,3,10,0,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
49,464,16,3,0.1274787535410765,4,0,74,3,1,0.24338624338624337,1,2587,24941,4,1,16,3,2,1,17,2,2,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
36,1278,8,3,0.1515837104072398,1,1,77,2,1,0.19047619047619047,1,2342,8635,0,0,21,4,3,0,6,3,3,5,4,0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
35,1229,8,1,0.1515837104072398,4,1,36,4,1,0.24338624338624337,4,2269,4892,1,0,19,3,4,0,1,2,3,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
45,1005,28,2,0.23958333333333334,4,0,48,2,4,0.030303030303030304,2,16704,17119,1,0,11,3,3,0,21,2,3,21,6,8,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,287,1,4,0.1515837104072398,3,0,62,1,1,0.16071428571428573,4,2977,8952,1,0,12,3,4,1,4,5,3,4,3,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
55,1311,2,3,0.1515837104072398,3,0,97,3,4,0.03076923076923077,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
45,1339,7,3,0.1515837104072398,2,1,59,3,3,0.16071428571428573,1,9724,18787,2,0,17,3,3,1,25,2,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
22,617,3,1,0.1515837104072398,2,0,34,3,2,0.08928571428571429,3,4171,10022,0,1,19,3,1,1,4,3,4,3,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
28,103,24,3,0.1515837104072398,3,1,50,2,1,0.24338624338624337,3,2028,12947,5,1,14,3,2,0,6,4,3,4,2,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,867,8,4,0.1515837104072398,4,1,90,4,1,0.16071428571428573,1,3143,6076,6,0,19,3,2,1,14,1,3,10,8,7,6,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
54,142,26,3,0.22727272722287328,4,0,30,4,4,0.03076923076923077,4,17328,13871,2,1,12,3,3,0,23,3,3,5,3,4,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
28,280,1,2,0.1515837104072398,3,1,43,3,1,0.19047619047619047,4,2706,10494,1,0,15,3,2,1,3,2,3,3,2,2,2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
37,228,6,4,0.1274787535410765,3,1,98,3,2,0.17408906882591094,4,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
41,337,8,3,0.23387096774193547,3,0,54,3,2,0.17408906882591094,2,4393,26841,5,0,21,4,3,1,14,3,3,5,4,1,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
25,977,2,1,0.13846153846153847,4,1,57,3,1,0.24338624338624337,3,3977,7298,6,1,19,3,3,1,7,2,2,2,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,676,9,4,0.1515837104072398,4,1,86,3,1,0.24338624338624337,1,2018,21831,3,0,14,3,2,0,15,3,1,5,4,1,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1154,2,2,0.1515837104072398,1,1,54,3,1,0.4032258064516129,3,3067,6393,0,0,19,3,3,1,3,1,3,2,2,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
21,756,1,1,0.23958333333333334,1,0,99,2,1,0.4032258064516129,2,2174,9150,1,1,11,3,3,0,3,3,3,3,2,1,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
48,530,29,1,0.1274787535410765,1,0,91,3,3,0.03076923076923077,3,12504,23978,3,0,21,4,2,1,15,3,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
36,1223,8,3,0.23958333333333334,3,0,59,3,3,0.06315789473684211,3,10096,8202,1,0,13,3,2,3,17,2,3,17,14,12,8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
40,458,16,2,0.1515837104072398,3,1,74,3,1,0.16071428571428573,3,3544,8532,9,0,16,3,2,1,6,0,3,4,2,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,211,16,3,0.1515837104072398,1,0,74,3,3,0.17408906882591094,1,8564,10092,2,1,20,4,3,0,11,2,2,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
33,1303,7,2,0.1515837104072398,4,1,36,3,2,0.06315789473684211,3,5968,18079,1,0,20,4,3,3,9,2,3,9,7,2,8,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
33,1017,25,3,0.1274787535410765,1,1,55,2,1,0.16071428571428573,2,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
26,572,10,3,0.1274787535410765,3,1,46,3,2,0.17408906882591094,4,4684,9125,1,0,13,3,1,0,5,4,3,5,3,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
31,688,7,3,0.1515837104072398,3,1,44,2,3,0.03076923076923077,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
41,1085,2,4,0.1515837104072398,2,0,57,1,1,0.24338624338624337,4,2778,17725,4,1,13,3,3,1,10,1,2,7,7,1,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,618,3,1,0.1515837104072398,1,1,45,3,2,0.06315789473684211,4,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
47,1169,14,4,0.23958333333333334,3,1,64,3,2,0.16071428571428573,2,5467,2125,8,0,18,3,3,1,16,4,4,8,7,1,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28,1117,8,2,0.1515837104072398,4,0,66,3,1,0.16071428571428573,4,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
38,364,3,5,0.23958333333333334,4,0,32,3,2,0.16071428571428573,3,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
37,663,11,3,0.13846153846153847,2,1,47,3,3,0.030303030303030304,4,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
32,430,24,4,0.1515837104072398,1,1,80,3,2,0.24338624338624337,4,5309,21146,1,0,15,3,4,2,10,2,3,10,8,4,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
40,791,2,2,0.1274787535410765,3,0,38,4,2,0.06315789473684211,2,4244,9931,1,0,24,4,4,1,8,2,3,8,7,3,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
52,890,25,4,0.1274787535410765,3,0,81,2,4,0.08928571428571429,4,13826,19028,3,0,22,4,3,0,31,3,3,9,8,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
37,728,1,4,0.1274787535410765,1,0,80,3,3,0.030303030303030304,4,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30,160,3,3,0.1274787535410765,3,0,71,3,1,0.16071428571428573,3,2083,22653,1,0,20,4,3,1,1,2,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,1299,27,3,0.1274787535410765,3,1,94,3,2,0.06315789473684211,3,5237,16577,6,0,13,3,2,2,17,3,2,7,7,7,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
40,1171,10,4,0.1515837104072398,4,0,46,4,1,0.24338624338624337,3,2213,22495,3,1,13,3,3,1,10,3,3,7,7,1,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36,301,15,4,0.23387096774193547,4,1,88,1,2,0.17408906882591094,4,5406,10436,1,0,24,4,1,1,15,4,2,15,12,11,11,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
42,933,29,3,0.1515837104072398,2,1,98,3,2,0.08928571428571429,2,4434,11806,1,0,13,3,4,1,10,3,2,9,8,7,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36,188,7,4,0.13846153846153847,2,1,65,3,1,0.16071428571428573,4,4678,23293,2,0,18,3,3,0,8,6,3,6,2,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
33,118,16,3,0.23387096774193547,1,0,69,3,2,0.17408906882591094,1,5324,26507,5,0,15,3,3,0,6,3,3,3,2,0,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
58,289,2,3,0.23958333333333334,4,1,51,3,1,0.16071428571428573,3,2479,26227,4,0,24,4,1,0,7,4,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,1033,9,3,0.1274787535410765,1,0,41,3,1,0.24338624338624337,1,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
38,168,1,3,0.1515837104072398,3,0,81,3,3,0.08928571428571429,3,7861,15397,4,1,14,3,4,0,10,4,4,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
32,953,5,4,0.23958333333333334,2,1,65,3,1,0.16071428571428573,2,2718,17674,2,0,14,3,2,0,12,3,3,7,7,0,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51,632,21,4,0.23387096774193547,3,1,71,3,2,0.17408906882591094,4,5441,8423,0,1,22,4,4,0,11,2,1,10,7,1,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
43,415,25,3,0.1274787535410765,3,1,79,2,3,0.17408906882591094,4,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
37,1107,14,3,0.1515837104072398,4,0,95,3,1,0.24338624338624337,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
41,1411,19,2,0.1515837104072398,3,1,36,3,2,0.16071428571428573,1,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,1333,10,4,0.1515837104072398,3,0,87,3,1,0.4032258064516129,3,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
44,1099,5,3,0.23387096774193547,2,1,88,3,5,0.03076923076923077,2,18213,8751,7,0,11,3,3,1,26,5,3,22,9,3,10,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
24,1269,4,1,0.1515837104072398,1,1,46,2,1,0.24338624338624337,4,3162,10778,0,0,17,3,4,0,6,2,2,5,2,3,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
28,995,9,3,0.1274787535410765,3,0,77,3,1,0.16071428571428573,3,2377,9834,5,0,18,3,2,1,6,2,3,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
50,854,1,4,0.1274787535410765,4,0,68,3,5,0.03076923076923077,4,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
42,1332,2,4,0.13846153846153847,1,1,98,2,2,0.06315789473684211,4,6781,17078,3,0,23,4,2,0,14,6,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,750,28,3,0.1515837104072398,2,1,46,4,2,0.24338624338624337,3,3407,25348,1,0,17,3,4,2,10,3,2,10,9,6,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39,792,1,3,0.1515837104072398,4,1,77,3,2,0.24338624338624337,4,6472,8989,1,1,15,3,4,1,9,2,3,9,8,5,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
34,658,7,3,0.1515837104072398,1,1,66,1,2,0.24338624338624337,3,6074,22887,1,1,24,4,4,0,9,3,3,9,7,0,6,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
42,355,10,4,0.23958333333333334,3,1,38,3,1,0.16071428571428573,3,2936,6161,3,0,22,4,2,2,10,1,2,6,3,3,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
27,1302,19,3,0.13846153846153847,4,1,67,2,1,0.24338624338624337,1,4066,16290,1,0,11,3,1,2,7,3,3,7,7,0,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
34,1362,19,3,0.23387096774193547,1,1,67,4,2,0.17408906882591094,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44,111,17,3,0.1515837104072398,4,1,74,1,1,0.16071428571428573,3,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39,466,1,1,0.1515837104072398,4,0,65,2,4,0.08928571428571429,4,12742,7060,1,0,16,3,3,1,21,3,3,21,6,11,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
31,1125,7,4,0.23387096774193547,1,0,68,3,3,0.17408906882591094,1,9637,8277,2,0,14,3,4,2,9,3,3,3,2,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
35,1349,7,2,0.1515837104072398,3,1,63,2,1,0.24338624338624337,4,2690,7713,1,0,18,3,4,1,1,5,2,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
29,590,4,3,0.23958333333333334,4,0,91,2,1,0.16071428571428573,1,2109,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31,480,7,2,0.1274787535410765,2,0,31,3,2,0.08928571428571429,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
35,819,2,3,0.1515837104072398,3,1,44,2,3,0.08928571428571429,2,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
36,559,12,4,0.1515837104072398,3,0,76,3,2,0.08928571428571429,3,4663,12421,9,1,12,3,2,2,7,2,3,3,2,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
27,443,3,3,0.1274787535410765,4,1,50,3,1,0.16071428571428573,4,1706,16571,1,0,11,3,3,3,0,6,2,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
59,715,2,3,0.1515837104072398,3,0,69,2,4,0.08928571428571429,4,13726,21829,3,1,13,3,1,0,30,4,3,5,3,4,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
30,1092,10,3,0.1274787535410765,1,0,64,3,3,0.08928571428571429,3,9667,2739,9,0,14,3,2,0,9,3,3,7,7,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
34,1303,2,4,0.1515837104072398,4,1,62,2,1,0.16071428571428573,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31,326,8,2,0.1515837104072398,1,1,31,3,3,0.17408906882591094,4,10793,8386,1,0,18,3,1,1,13,5,3,13,7,9,9,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
30,1312,2,4,0.23958333333333334,4,0,78,2,1,0.16071428571428573,1,4968,26427,0,0,16,3,4,0,10,2,3,9,7,0,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38,1490,2,2,0.1515837104072398,4,1,42,3,1,0.24338624338624337,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
49,279,8,1,0.1515837104072398,3,1,61,2,2,0.16071428571428573,2,5130,24907,1,0,23,4,4,1,10,3,3,10,7,1,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
53,868,8,3,0.23387096774193547,1,1,73,3,4,0.17408906882591094,4,11836,22789,5,0,14,3,3,1,28,3,3,2,0,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
39,1431,1,4,0.1274787535410765,3,0,96,3,1,0.24338624338624337,3,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
35,1395,9,4,0.1274787535410765,2,1,48,3,2,0.16071428571428573,3,5098,18698,1,0,19,3,2,0,10,5,3,10,7,0,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
31,1445,1,5,0.1515837104072398,3,0,100,4,3,0.08928571428571429,2,7446,8931,1,0,11,3,1,0,10,2,3,10,8,4,7,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
56,206,8,4,0.1515837104072398,4,1,99,3,5,0.03076923076923077,2,19717,4022,6,0,14,3,1,0,36,4,3,7,3,7,7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
28,467,7,3,0.1515837104072398,3,1,55,3,2,0.17408906882591094,1,4898,11827,0,0,14,3,4,0,5,5,3,4,2,1,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
27,894,9,3,0.1274787535410765,4,0,99,3,1,0.16071428571428573,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
42,532,4,2,0.23958333333333334,3,1,58,3,5,0.03076923076923077,4,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
28,1083,29,1,0.1515837104072398,3,1,96,1,2,0.08928571428571429,2,6549,3173,1,0,14,3,2,2,8,2,2,8,6,1,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
36,1218,9,4,0.1515837104072398,3,1,82,2,1,0.4032258064516129,1,3407,6986,7,0,23,4,2,0,10,4,3,5,3,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
32,1109,29,4,0.1274787535410765,4,0,69,3,1,0.24338624338624337,3,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55,177,8,1,0.1274787535410765,4,1,37,2,4,0.06315789473684211,2,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
36,1266,10,4,0.23958333333333334,2,0,63,2,2,0.17408906882591094,3,5673,6060,1,1,13,3,1,1,10,4,3,10,9,1,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
29,428,9,3,0.23387096774193547,2,0,52,1,1,0.4032258064516129,2,2760,14630,1,0,13,3,3,0,2,3,3,2,2,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
30,288,2,3,0.1515837104072398,3,1,99,2,2,0.06315789473684211,4,4152,15830,1,0,19,3,1,3,11,3,3,11,10,10,8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
24,1092,9,3,0.1515837104072398,3,1,60,2,1,0.24338624338624337,2,2694,26551,1,0,11,3,3,3,1,4,3,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
31,192,2,4,0.1515837104072398,3,1,32,3,1,0.16071428571428573,4,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
32,374,25,4,0.1515837104072398,1,1,87,3,1,0.24338624338624337,4,2795,18016,1,1,24,4,3,0,1,2,1,1,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
35,1225,2,4,0.1515837104072398,4,0,61,3,2,0.06315789473684211,1,5093,4761,2,0,11,3,1,1,16,2,4,1,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
28,1485,12,1,0.1515837104072398,3,0,79,3,1,0.24338624338624337,4,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
39,722,24,1,0.23387096774193547,2,0,60,2,4,0.17408906882591094,4,12031,8828,0,0,11,3,1,1,21,2,2,20,9,9,6,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
56,718,4,4,0.23958333333333334,4,0,92,3,5,0.03076923076923077,1,19943,18575,4,0,13,3,4,1,28,2,3,5,2,4,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
31,1274,9,1,0.1515837104072398,3,1,33,3,3,0.08928571428571429,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
39,945,22,3,0.1274787535410765,4,0,82,3,3,0.08928571428571429,1,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35,1343,27,1,0.1274787535410765,3,0,53,2,1,0.16071428571428573,1,2559,17852,1,0,11,3,4,0,6,3,2,6,5,1,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
29,1086,7,1,0.1274787535410765,1,0,62,2,1,0.24338624338624337,4,2532,6054,6,0,14,3,3,3,8,5,3,4,3,0,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
33,461,13,1,0.1515837104072398,2,0,53,3,1,0.16071428571428573,4,3452,17241,3,0,18,3,1,0,5,4,3,3,2,0,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
55,836,8,3,0.1274787535410765,4,0,33,3,4,0.03076923076923077,3,14756,19730,2,1,14,3,3,3,21,2,3,5,0,0,2,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
46,706,2,2,0.1515837104072398,4,1,82,3,3,0.08928571428571429,4,8578,19989,3,0,14,3,3,1,12,4,2,9,8,4,7,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
24,350,21,2,0.23958333333333334,3,1,57,2,1,0.24338624338624337,1,2296,10036,0,0,14,3,2,3,2,3,3,1,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
21,501,5,1,0.1274787535410765,3,1,58,3,1,0.4032258064516129,1,2380,25479,1,1,11,3,4,0,2,6,3,2,2,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
25,240,5,3,0.23387096774193547,3,1,46,2,2,0.17408906882591094,3,5744,26959,1,1,11,3,4,0,6,1,3,6,4,0,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
